Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,TimeDiff,NewStint,StintNumber,LapTimeSeconds
0 days 01:01:44.820000,COL,43,0 days 00:01:32.926000,8.0,4.0,,,0 days 00:00:30.156000,0 days 00:00:37.206000,0 days 00:00:25.564000,0 days 01:00:42.050000,0 days 01:01:19.256000,0 days 01:01:44.820000,292.0,254.0,244.0,295.0,False,MEDIUM,12.0,False,Alpine,0 days 01:00:11.894000,2025-07-04 15:45:11.897,1,,False,,False,True,0 days 00:01:33.041000,False,4,92.926
0 days 01:03:18.355000,COL,43,0 days 00:01:33.535000,9.0,4.0,,,0 days 00:00:30.187000,0 days 00:00:37.604000,0 days 00:00:25.744000,0 days 01:02:15.007000,0 days 01:02:52.611000,0 days 01:03:18.355000,291.0,246.0,244.0,297.0,False,MEDIUM,13.0,False,Alpine,0 days 01:01:44.820000,2025-07-04 15:46:44.823,1,,False,,False,True,0 days 00:01:32.926000,False,4,93.535
0 days 01:04:52.211000,COL,43,0 days 00:01:33.856000,10.0,4.0,,,0 days 00:00:30.314000,0 days 00:00:37.730000,0 days 00:00:25.812000,0 days 01:03:48.669000,0 days 01:04:26.399000,0 days 01:04:52.211000,,251.0,243.0,296.0,False,MEDIUM,14.0,False,Alpine,0 days 01:03:18.355000,2025-07-04 15:48:18.358,1,,False,,False,True,0 days 00:01:33.535000,False,4,93.856
0 days 01:06:25.915000,COL,43,0 days 00:01:33.704000,11.0,4.0,,,0 days 00:00:30.184000,0 days 00:00:37.781000,0 days 00:00:25.739000,0 days 01:05:22.395000,0 days 01:06:00.176000,0 days 01:06:25.915000,294.0,248.0,243.0,298.0,False,MEDIUM,15.0,False,Alpine,0 days 01:04:52.211000,2025-07-04 15:49:52.214,1,,False,,False,True,0 days 00:01:33.856000,False,4,93.704
0 days 01:08:00.651000,COL,43,0 days 00:01:34.736000,12.0,4.0,,,0 days 00:00:30.529000,0 days 00:00:38.181000,0 days 00:00:26.026000,0 days 01:06:56.444000,0 days 01:07:34.625000,0 days 01:08:00.651000,292.0,247.0,242.0,297.0,False,MEDIUM,16.0,False,Alpine,0 days 01:06:25.915000,2025-07-04 15:51:25.918,1,,False,,False,True,0 days 00:01:33.704000,False,4,94.736
0 days 01:11:20.962000,COL,43,0 days 00:01:34.070000,13.0,4.0,,,0 days 00:00:30.582000,0 days 00:00:37.796000,0 days 00:00:25.692000,0 days 01:10:17.474000,0 days 01:10:55.270000,0 days 01:11:20.962000,294.0,252.0,244.0,299.0,False,MEDIUM,18.0,False,Alpine,0 days 01:09:46.892000,2025-07-04 15:54:46.895,1,,False,,False,True,0 days 00:03:20.977000,False,4,94.07
0 days 01:12:54.555000,COL,43,0 days 00:01:33.593000,14.0,4.0,,,0 days 00:00:30.468000,0 days 00:00:37.616000,0 days 00:00:25.509000,0 days 01:11:51.430000,0 days 01:12:29.046000,0 days 01:12:54.555000,303.0,251.0,243.0,315.0,False,MEDIUM,19.0,False,Alpine,0 days 01:11:20.962000,2025-07-04 15:56:20.965,1,,False,,False,True,0 days 00:01:34.070000,False,4,93.593
0 days 01:03:12.973000,HAM,44,0 days 00:01:32.511000,7.0,4.0,,,0 days 00:00:29.882000,0 days 00:00:37.215000,0 days 00:00:25.414000,0 days 01:02:10.344000,0 days 01:02:47.559000,0 days 01:03:12.973000,,250.0,243.0,293.0,False,MEDIUM,14.0,False,Ferrari,0 days 01:01:40.462000,2025-07-04 15:46:40.465,1,,False,,False,True,0 days 00:01:31.988000,False,4,92.511
0 days 01:05:33.466000,SAI,55,0 days 00:01:33.326000,4.0,4.0,,,0 days 00:00:29.907000,0 days 00:00:37.831000,0 days 00:00:25.588000,0 days 01:04:30.047000,0 days 01:05:07.878000,0 days 01:05:33.466000,300.0,253.0,243.0,302.0,False,SOFT,10.0,False,Williams,0 days 01:04:00.140000,2025-07-04 15:49:00.143,1,,False,,False,True,0 days 00:01:33.337000,False,1,93.326
0 days 01:07:07.103000,SAI,55,0 days 00:01:33.637000,5.0,4.0,,,0 days 00:00:30.052000,0 days 00:00:37.982000,0 days 00:00:25.603000,0 days 01:06:03.518000,0 days 01:06:41.500000,0 days 01:07:07.103000,301.0,252.0,243.0,299.0,False,SOFT,11.0,False,Williams,0 days 01:05:33.466000,2025-07-04 15:50:33.469,1,,False,,False,True,0 days 00:01:33.326000,False,1,93.637
0 days 01:08:40.834000,SAI,55,0 days 00:01:33.731000,6.0,4.0,,,0 days 00:00:30.027000,0 days 00:00:37.980000,0 days 00:00:25.724000,0 days 01:07:37.130000,0 days 01:08:15.110000,0 days 01:08:40.834000,,251.0,242.0,302.0,False,SOFT,12.0,False,Williams,0 days 01:07:07.103000,2025-07-04 15:52:07.106,1,,False,,False,True,0 days 00:01:33.637000,False,1,93.731
0 days 01:10:14.923000,SAI,55,0 days 00:01:34.089000,7.0,4.0,,,0 days 00:00:30.100000,0 days 00:00:38.139000,0 days 00:00:25.850000,0 days 01:09:10.934000,0 days 01:09:49.073000,0 days 01:10:14.923000,298.0,252.0,242.0,301.0,False,SOFT,13.0,False,Williams,0 days 01:08:40.834000,2025-07-04 15:53:40.837,1,,False,,False,True,0 days 00:01:33.731000,False,1,94.089
0 days 01:11:48.261000,SAI,55,0 days 00:01:33.338000,8.0,4.0,,,0 days 00:00:30.168000,0 days 00:00:37.747000,0 days 00:00:25.423000,0 days 01:10:45.091000,0 days 01:11:22.838000,0 days 01:11:48.261000,303.0,255.0,245.0,305.0,False,SOFT,14.0,False,Williams,0 days 01:10:14.923000,2025-07-04 15:55:14.926,1,,False,,False,True,0 days 00:01:34.089000,False,1,93.338
0 days 01:13:21.640000,SAI,55,0 days 00:01:33.379000,9.0,4.0,,,0 days 00:00:30.079000,0 days 00:00:37.664000,0 days 00:00:25.636000,0 days 01:12:18.340000,0 days 01:12:56.004000,0 days 01:13:21.640000,304.0,255.0,244.0,308.0,False,SOFT,15.0,False,Williams,0 days 01:11:48.261000,2025-07-04 15:56:48.264,1,,False,,False,True,0 days 00:01:33.338000,False,1,93.379
0 days 01:01:55.538000,RUS,63,0 days 00:01:33.470000,3.0,5.0,,,0 days 00:00:30.486000,0 days 00:00:37.571000,0 days 00:00:25.413000,0 days 01:00:52.554000,0 days 01:01:30.125000,0 days 01:01:55.538000,,253.0,244.0,303.0,False,MEDIUM,10.0,False,Mercedes,0 days 01:00:22.068000,2025-07-04 15:45:22.071,1,,False,,False,True,0 days 00:01:33.148000,False,0,93.47
0 days 01:03:28.857000,RUS,63,0 days 00:01:33.319000,4.0,5.0,,,0 days 00:00:30.336000,0 days 00:00:37.521000,0 days 00:00:25.462000,0 days 01:02:25.874000,0 days 01:03:03.395000,0 days 01:03:28.857000,,251.0,245.0,303.0,False,MEDIUM,11.0,False,Mercedes,0 days 01:01:55.538000,2025-07-04 15:46:55.541,1,,False,,False,True,0 days 00:01:33.470000,False,0,93.319
0 days 01:05:01.798000,RUS,63,0 days 00:01:32.941000,5.0,5.0,,,0 days 00:00:30.342000,0 days 00:00:37.168000,0 days 00:00:25.431000,0 days 01:03:59.199000,0 days 01:04:36.367000,0 days 01:05:01.798000,,254.0,244.0,303.0,False,MEDIUM,12.0,False,Mercedes,0 days 01:03:28.857000,2025-07-04 15:48:28.860,1,,False,,False,True,0 days 00:01:33.319000,False,0,92.941
0 days 01:06:34.423000,RUS,63,0 days 00:01:32.625000,6.0,5.0,,,0 days 00:00:30.177000,0 days 00:00:37.153000,0 days 00:00:25.295000,0 days 01:05:31.975000,0 days 01:06:09.128000,0 days 01:06:34.423000,301.0,252.0,245.0,300.0,False,MEDIUM,13.0,False,Mercedes,0 days 01:05:01.798000,2025-07-04 15:50:01.801,1,,False,,False,True,0 days 00:01:32.941000,False,0,92.625
0 days 01:08:07.342000,RUS,63,0 days 00:01:32.919000,7.0,5.0,,,0 days 00:00:30.190000,0 days 00:00:37.290000,0 days 00:00:25.439000,0 days 01:07:04.613000,0 days 01:07:41.903000,0 days 01:08:07.342000,295.0,253.0,244.0,299.0,False,MEDIUM,14.0,False,Mercedes,0 days 01:06:34.423000,2025-07-04 15:51:34.426,1,,False,,False,True,0 days 00:01:32.625000,False,0,92.919
0 days 01:09:40.209000,RUS,63,0 days 00:01:32.867000,8.0,5.0,,,0 days 00:00:30.423000,0 days 00:00:37.032000,0 days 00:00:25.412000,0 days 01:08:37.765000,0 days 01:09:14.797000,0 days 01:09:40.209000,300.0,255.0,244.0,303.0,False,MEDIUM,15.0,False,Mercedes,0 days 01:08:07.342000,2025-07-04 15:53:07.345,1,,False,,False,True,0 days 00:01:32.919000,False,0,92.867
0 days 01:11:12.680000,RUS,63,0 days 00:01:32.471000,9.0,5.0,,,0 days 00:00:30.248000,0 days 00:00:37.034000,0 days 00:00:25.189000,0 days 01:10:10.457000,0 days 01:10:47.491000,0 days 01:11:12.680000,299.0,255.0,245.0,318.0,False,MEDIUM,16.0,False,Mercedes,0 days 01:09:40.209000,2025-07-04 15:54:40.212,1,,False,,False,True,0 days 00:01:32.867000,False,0,92.471
0 days 01:12:45.340000,RUS,63,0 days 00:01:32.660000,10.0,5.0,,,0 days 00:00:30.217000,0 days 00:00:37,0 days 00:00:25.443000,0 days 01:11:42.897000,0 days 01:12:19.897000,0 days 01:12:45.340000,301.0,255.0,245.0,307.0,False,MEDIUM,17.0,False,Mercedes,0 days 01:11:12.680000,2025-07-04 15:56:12.683,1,,False,,False,True,0 days 00:01:32.471000,False,0,92.66
0 days 01:08:10.509000,PIA,81,0 days 00:01:32.425000,8.0,6.0,,,0 days 00:00:29.800000,0 days 00:00:37.374000,0 days 00:00:25.251000,0 days 01:07:07.884000,0 days 01:07:45.258000,0 days 01:08:10.509000,,252.0,245.0,298.0,False,MEDIUM,13.0,False,McLaren,0 days 01:06:38.084000,2025-07-04 15:51:38.087,1,,False,,False,True,0 days 00:01:32.571000,False,5,92.425
0 days 01:09:42.826000,PIA,81,0 days 00:01:32.317000,9.0,6.0,,,0 days 00:00:30.064000,0 days 00:00:37.091000,0 days 00:00:25.162000,0 days 01:08:40.573000,0 days 01:09:17.664000,0 days 01:09:42.826000,,254.0,246.0,299.0,False,MEDIUM,14.0,False,McLaren,0 days 01:08:10.509000,2025-07-04 15:53:10.512,1,,False,,False,True,0 days 00:01:32.425000,False,5,92.317
0 days 01:11:14.933000,PIA,81,0 days 00:01:32.107000,10.0,6.0,,,0 days 00:00:29.975000,0 days 00:00:37.061000,0 days 00:00:25.071000,0 days 01:10:12.801000,0 days 01:10:49.862000,0 days 01:11:14.933000,,253.0,245.0,302.0,False,MEDIUM,15.0,False,McLaren,0 days 01:09:42.826000,2025-07-04 15:54:42.829,1,,False,,False,True,0 days 00:01:32.317000,False,5,92.107
0 days 01:12:47.221000,PIA,81,0 days 00:01:32.288000,11.0,6.0,,,0 days 00:00:29.977000,0 days 00:00:37.124000,0 days 00:00:25.187000,0 days 01:11:44.910000,0 days 01:12:22.034000,0 days 01:12:47.221000,300.0,252.0,245.0,304.0,False,MEDIUM,16.0,False,McLaren,0 days 01:11:14.933000,2025-07-04 15:56:14.936,1,,False,,False,True,0 days 00:01:32.107000,False,5,92.288
0 days 01:09:07.191000,BEA,87,0 days 00:01:33.328000,9.0,6.0,,,0 days 00:00:30.171000,0 days 00:00:37.404000,0 days 00:00:25.753000,0 days 01:08:04.034000,0 days 01:08:41.438000,0 days 01:09:07.191000,285.0,250.0,243.0,289.0,False,HARD,15.0,False,Haas F1 Team,0 days 01:07:33.863000,2025-07-04 15:52:33.866,1,,False,,False,True,0 days 00:01:33.058000,False,5,93.328
0 days 01:10:40.454000,BEA,87,0 days 00:01:33.263000,10.0,6.0,,,0 days 00:00:30.267000,0 days 00:00:37.415000,0 days 00:00:25.581000,0 days 01:09:37.458000,0 days 01:10:14.873000,0 days 01:10:40.454000,289.0,249.0,243.0,295.0,False,HARD,16.0,False,Haas F1 Team,0 days 01:09:07.191000,2025-07-04 15:54:07.194,1,,False,,False,True,0 days 00:01:33.328000,False,5,93.263
0 days 01:12:14.053000,BEA,87,0 days 00:01:33.599000,11.0,6.0,,,0 days 00:00:30.216000,0 days 00:00:37.672000,0 days 00:00:25.711000,0 days 01:11:10.670000,0 days 01:11:48.342000,0 days 01:12:14.053000,288.0,250.0,243.0,291.0,False,HARD,17.0,False,Haas F1 Team,0 days 01:10:40.454000,2025-07-04 15:55:40.457,1,,False,,False,True,0 days 00:01:33.263000,False,5,93.599
